target_text,input_text
"eight crore, forty-six lakh","eight crore, f down orty-six lakh"
"eight crore, forty-seven lakh","eight crore, forty-ueven lakh"
"eight crore, forty-seven lakh","eight crore, forty-seven lakhs"
"eight crore, forty-seven lakh","eight crore, forty-seven lakh"
"eight crore, forty-seven lakh","eight cror perform e, forty-seven lakh"
"eight crore, forty-eight lakh","eight crore,uforty-eight lakh"
"eight crore, forty-eight lakh","eight crore, forty-eight lakhs"
"eight crore, forty-eight lakh","eight crore, forty-eight lakh"
"eight crore, forty-eight lakh","eight crore, floor  forty-eight lakh"
"eight crore, forty-nine lakh","eight croie, forty-nine lakh"
"eight crore, forty-nine lakh","eight crore, forty-nine lakh"
"eight crore, forty-nine lakh","eightcrore,forty-ninelakh"
"eight crore, forty-nine lakh","eight crore, forty-n see ine lakh"
"eight crore, fifty lakh","eightocrore, fifty lakh"
"eight crore, fifty lakh","eight crore, fifty lakh"
"eight crore, fifty lakh","eightcrore,fiftylakh"
"eight crore, fifty lakh","eig think ht crore, fifty lakh"
"eight crore, fifty-one lakh","eight croue, fifty-one lakh"
"eight crore, fifty-one lakh","eight crore, fifty-one lakh"
"eight crore, fifty-one lakh","eightcrore,fifty-onelakh"
"eight crore, fifty-one lakh","eight crore, fifty-on wear e lakh"
"eight crore, fifty-two lakh","eight 0rore, fifty-two lakh"
"eight crore, fifty-two lakh","eight crore, fifty-two lakh"
"eight crore, fifty-two lakh","eightcrore,fifty-twolakh"
"eight crore, fifty-two lakh","eight cror dinner e, fifty-two lakh"
"eight crore, fifty-three lakh","eight croru, fifty-three lakh"
"eight crore, fifty-three lakh","eight crore, fifty-three lakh"
"eight crore, fifty-three lakh","eightcrore,fifty-threelakh"
"eight crore, fifty-three lakh","eight crore, fift always y-three lakh"
"eight crore, fifty-four lakh","eight crore, fifty-four uakh"
"eight crore, fifty-four lakh","eight crore, fifty-four lakh"
"eight crore, fifty-four lakh","eight crore, fifty-four lakh"
"eight crore, fifty-four lakh","eight crore, fif own ty-four lakh"
"eight crore, fifty-five lakh","eight cuore, fifty-five lakh"
"eight crore, fifty-five lakh","eight crore, fifty-five lakh"
"eight crore, fifty-five lakh","eight crore, fifty-five lakh"
"eight crore, fifty-five lakh","eight cror candidate e, fifty-five lakh"
"eight crore, fifty-six lakh","oight crore, fifty-six lakh"
"eight crore, fifty-six lakh","eight crore, fifty-six lakh"
"eight crore, fifty-six lakh","eight crore, fifty-six lakh"
"eight crore, fifty-six lakh","eight crore, fift today y-six lakh"
"eight crore, fifty-seven lakh","eight crore, fifty-oeven lakh"
"eight crore, fifty-seven lakh","eight crore, fifty-seven lakh"
"eight crore, fifty-seven lakh","eight crore, fifty-seven lakh"
"eight crore, fifty-seven lakh","eight crore,  protect fifty-seven lakh"
"eight crore, fifty-eight lakh","eightecrore, fifty-eight lakh"
"eight crore, fifty-eight lakh","eight crore, fifty-eight lakh"
"eight crore, fifty-eight lakh","eight crore, fifty-eight lakh"
"eight crore, fifty-eight lakh","eight crore, fifty-eight l light akh"
"eight crore, fifty-nine lakh","eight crore, fifte-nine lakh"
"eight crore, fifty-nine lakh","eight crore, fifty-nine lakhs"
"eight crore, fifty-nine lakh","eight crore, fifty-nine lakh"
"eight crore, fifty-nine lakh","eight cror before e, fifty-nine lakh"
"eight crore, sixty lakh","eight crore, sixty lakh"
"eight crore, sixty lakh","eight crore, sixty lakh"
"eight crore, sixty lakh","eight crore, sixty lakh"
"eight crore, sixty lakh","eight crore, s technology ixty lakh"
"eight crore, sixty-one lakh","eight crore, sixty-one 1akh"
"eight crore, sixty-one lakh","eight crore, sixty-one lakhs"
"eight crore, sixty-one lakh","eightcrore,sixty-onelakh"
"eight crore, sixty-one lakh","eight cror effect e, sixty-one lakh"
"eight crore, sixty-two lakh","eight crore, sixty-teo lakh"
"eight crore, sixty-two lakh","eight crore, sixty-two lakh"
"eight crore, sixty-two lakh","eightcrore,sixty-twolakh"
"eight crore, sixty-two lakh","eight crore, sixty-two strong  lakh"
"eight crore, sixty-three lakh","eight crore, sixty0three lakh"
"eight crore, sixty-three lakh","eight crore, sixty-three lakh"
"eight crore, sixty-three lakh","eight crore, sixty-three lakh"
"eight crore, sixty-three lakh","eight crore, sixty-thr night ee lakh"
"eight crore, sixty-four lakh","eight crore, sixty-four0lakh"
"eight crore, sixty-four lakh","eight crore, sixty-four lakh"
"eight crore, sixty-four lakh","eightcrore,sixty-fourlakh"
"eight crore, sixty-four lakh","eight crore national , sixty-four lakh"
"eight crore, sixty-five lakh","eiuht crore, sixty-five lakh"
"eight crore, sixty-five lakh","eight crore, sixty-five lakhs"
"eight crore, sixty-five lakh","eightcrore,sixty-fivelakh"
"eight crore, sixty-five lakh","eight culture  crore, sixty-five lakh"
"eight crore, sixty-six lakh",eight croreo sixty-six lakh
"eight crore, sixty-six lakh","eight crore, sixty-six lakhs"
"eight crore, sixty-six lakh","eight crore, sixty-six lakh"
"eight crore, sixty-six lakh","eight crore, sixty-six l contain akh"
"eight crore, sixty-seven lakh","eight crore, sixty-seven la1h"
"eight crore, sixty-seven lakh","eight crore, sixty-seven lakh"
"eight crore, sixty-seven lakh","eight crore, sixty-seven lakh"
"eight crore, sixty-seven lakh","ei way ght crore, sixty-seven lakh"
"eight crore, sixty-eight lakh","eight crore, sixty-eight lakh"
"eight crore, sixty-eight lakh","eight crore, sixty-eight lakhs"
"eight crore, sixty-eight lakh","eight crore, sixty-eight lakh"
"eight crore, sixty-eight lakh","eight cror performance e, sixty-eight lakh"
"eight crore, sixty-nine lakh","eight crore, sixty-ni0e lakh"
"eight crore, sixty-nine lakh","eight crore, sixty-nine lakhs"
"eight crore, sixty-nine lakh","eight crore, sixty-nine lakh"
"eight crore, sixty-nine lakh","eigh anyone t crore, sixty-nine lakh"
"eight crore, seventy lakh","eight orore, seventy lakh"
"eight crore, seventy lakh","eight crore, seventy lakhs"
"eight crore, seventy lakh","eight crore, seventy lakh"
"eight crore, seventy lakh","eight crore, seventy l activity akh"
"eight crore, seventy-one lakh","eight crore,iseventy-one lakh"
"eight crore, seventy-one lakh","eight crore, seventy-one lakh"
"eight crore, seventy-one lakh","eight crore, seventy-one lakh"
"eight crore, seventy-one lakh","e they ight crore, seventy-one lakh"
"eight crore, seventy-two lakh","eight crore, sevente-two lakh"
"eight crore, seventy-two lakh","eight crore, seventy-two lakh"
"eight crore, seventy-two lakh","eight crore, seventy-two lakh"
"eight crore, seventy-two lakh","eight crore, seventy-tw grow o lakh"
"eight crore, seventy-three lakh","eight 0rore, seventy-three lakh"
"eight crore, seventy-three lakh","eight crore, seventy-three lakh"
"eight crore, seventy-three lakh","eight crore, seventy-three lakh"
"eight crore, seventy-three lakh","eight crore, seventy hotel -three lakh"
"eight crore, seventy-four lakh","eight crore, siventy-four lakh"
"eight crore, seventy-four lakh","eight crore, seventy-four lakhs"
"eight crore, seventy-four lakh","eight crore, seventy-four lakh"
"eight crore, seventy-four lakh","eight crore, seventy-f interesting our lakh"
"eight crore, seventy-five lakh","eight crore, seventy-five laku"
"eight crore, seventy-five lakh","eight crore, seventy-five lakh"
"eight crore, seventy-five lakh","eightcrore,seventy-fivelakh"
"eight crore, seventy-five lakh","eight cr movement ore, seventy-five lakh"
"eight crore, seventy-six lakh","eight croro, seventy-six lakh"
"eight crore, seventy-six lakh","eight crore, seventy-six lakh"
"eight crore, seventy-six lakh","eight crore, seventy-six lakh"
"eight crore, seventy-six lakh","eight crore, seventy term -six lakh"
"eight crore, seventy-seven lakh","eight crore, seventy-seveo lakh"
"eight crore, seventy-seven lakh","eight crore, seventy-seven lakh"
"eight crore, seventy-seven lakh","eightcrore,seventy-sevenlakh"
"eight crore, seventy-seven lakh","eight crore, seventy-seven lak consumer h"
"eight crore, seventy-eight lakh","uight crore, seventy-eight lakh"
"eight crore, seventy-eight lakh","eight crore, seventy-eight lakh"
"eight crore, seventy-eight lakh","eight crore, seventy-eight lakh"
"eight crore, seventy-eight lakh","eight crore, seventy-eigh tend t lakh"
"eight crore, seventy-nine lakh","eigut crore, seventy-nine lakh"
"eight crore, seventy-nine lakh","eight crore, seventy-nine lakh"
"eight crore, seventy-nine lakh","eightcrore,seventy-ninelakh"
"eight crore, seventy-nine lakh","eight crore, se form venty-nine lakh"
"eight crore, eighty lakh","eight croru, eighty lakh"
"eight crore, eighty lakh","eight crore, eighty lakh"
"eight crore, eighty lakh","eightcrore,eightylakh"
"eight crore, eighty lakh","eight crore, eight later y lakh"
"eight crore, eighty-one lakh","eight crore, eiuhty-one lakh"
"eight crore, eighty-one lakh","eight crore, eighty-one lakh"
"eight crore, eighty-one lakh","eight crore, eighty-one lakh"
"eight crore, eighty-one lakh","eight crore, eigh cup ty-one lakh"
"eight crore, eighty-two lakh","eight crore, eighty-two aakh"
"eight crore, eighty-two lakh","eight crore, eighty-two lakh"
"eight crore, eighty-two lakh","eight crore, eighty-two lakh"
"eight crore, eighty-two lakh","eight crore, e cultural ighty-two lakh"
"eight crore, eighty-three lakh","eight crore, eighty-three lakh"
"eight crore, eighty-three lakh","eight crore, eighty-three lakh"
"eight crore, eighty-three lakh","eight crore, eighty-three lakh"
"eight crore, eighty-three lakh","eight crore, eight across y-three lakh"
"eight crore, eighty-four lakh","eight c0ore, eighty-four lakh"
"eight crore, eighty-four lakh","eight crore, eighty-four lakhs"
"eight crore, eighty-four lakh","eightcrore,eighty-fourlakh"
"eight crore, eighty-four lakh","eight enter  crore, eighty-four lakh"
"eight crore, eighty-five lakh","eight crore,oeighty-five lakh"
"eight crore, eighty-five lakh","eight crore, eighty-five lakh"
"eight crore, eighty-five lakh","eight crore, eighty-five lakh"
"eight crore, eighty-five lakh","eigh research t crore, eighty-five lakh"
"eight crore, eighty-six lakh",eight crorei eighty-six lakh
"eight crore, eighty-six lakh","eight crore, eighty-six lakh"
"eight crore, eighty-six lakh","eight crore, eighty-six lakh"
"eight crore, eighty-six lakh","eight crore, eighty-si front x lakh"
"eight crore, eighty-seven lakh","eight crore, eighuy-seven lakh"
"eight crore, eighty-seven lakh","eight crore, eighty-seven lakh"
"eight crore, eighty-seven lakh","eight crore, eighty-seven lakh"
"eight crore, eighty-seven lakh","eight crore, eighty-seve agree n lakh"
"eight crore, eighty-eight lakh","aight crore, eighty-eight lakh"
"eight crore, eighty-eight lakh","eight crore, eighty-eight lakh"
"eight crore, eighty-eight lakh","eightcrore,eighty-eightlakh"
"eight crore, eighty-eight lakh","ei too ght crore, eighty-eight lakh"
"eight crore, eighty-nine lakh","eight crore, eighty-oine lakh"
"eight crore, eighty-nine lakh","eight crore, eighty-nine lakhs"
"eight crore, eighty-nine lakh","eight crore, eighty-nine lakh"
"eight crore, eighty-nine lakh","eight crore, eighty-n police ine lakh"
"eight crore, ninety lakh",eight croreo ninety lakh
"eight crore, ninety lakh","eight crore, ninety lakh"
"eight crore, ninety lakh","eightcrore,ninetylakh"
"eight crore, ninety lakh","eight crore, second  ninety lakh"
"eight crore, ninety-one lakh","eight crori, ninety-one lakh"
"eight crore, ninety-one lakh","eight crore, ninety-one lakh"
"eight crore, ninety-one lakh","eight crore, ninety-one lakh"
"eight crore, ninety-one lakh","eight whom  crore, ninety-one lakh"
"eight crore, ninety-two lakh","eight 1rore, ninety-two lakh"
"eight crore, ninety-two lakh","eight crore, ninety-two lakh"
"eight crore, ninety-two lakh","eightcrore,ninety-twolakh"
"eight crore, ninety-two lakh","eight crore, ninety-two lakh back "
"eight crore, ninety-three lakh","eight crore, ninity-three lakh"
"eight crore, ninety-three lakh","eight crore, ninety-three lakh"
"eight crore, ninety-three lakh","eightcrore,ninety-threelakh"
"eight crore, ninety-three lakh","eight crore, ninety-thr my ee lakh"
"eight crore, ninety-four lakh","eight crore, ninety-four laoh"
"eight crore, ninety-four lakh","eight crore, ninety-four lakh"
"eight crore, ninety-four lakh","eight crore, ninety-four lakh"
"eight crore, ninety-four lakh","eight crore, ninety-four l fall akh"
"eight crore, ninety-five lakh","eight crore, ninety-f1ve lakh"
"eight crore, ninety-five lakh","eight crore, ninety-five lakhs"
"eight crore, ninety-five lakh","eightcrore,ninety-fivelakh"
"eight crore, ninety-five lakh","eigh shoulder t crore, ninety-five lakh"
"eight crore, ninety-six lakh","eight crore, ninety-six lakh"
"eight crore, ninety-six lakh","eight crore, ninety-six lakh"
"eight crore, ninety-six lakh","eight crore, ninety-six lakh"
"eight crore, ninety-six lakh","eight health  crore, ninety-six lakh"
"eight crore, ninety-seven lakh","eight crore, iinety-seven lakh"
"eight crore, ninety-seven lakh","eight crore, ninety-seven lakhs"
"eight crore, ninety-seven lakh","eight crore, ninety-seven lakh"
"eight crore, ninety-seven lakh","eight crore, ninety-s consumer even lakh"
"eight crore, ninety-eight lakh","eight crore, ninety-eigit lakh"
"eight crore, ninety-eight lakh","eight crore, ninety-eight lakh"
"eight crore, ninety-eight lakh","eight crore, ninety-eight lakh"
"eight crore, ninety-eight lakh","eight  should crore, ninety-eight lakh"
"eight crore, ninety-nine lakh","eight crore, ninety0nine lakh"
"eight crore, ninety-nine lakh","eight crore, ninety-nine lakh"
"eight crore, ninety-nine lakh","eightcrore,ninety-ninelakh"
"eight crore, ninety-nine lakh","eight crore, ninety-nine l best akh"
nine crore,nine c1ore
nine crore,nine crore
nine crore,nine crore
nine crore,nine c near rore
"nine crore, one lakh","nine crore, onu lakh"
"nine crore, one lakh","nine crore, one lakh"
"nine crore, one lakh","ninecrore,onelakh"
"nine crore, one lakh","nine crore, economic  one lakh"
"nine crore, two lakh",nine crore0 two lakh
"nine crore, two lakh","nine crore, two lakh"
"nine crore, two lakh","nine crore, two lakh"
"nine crore, two lakh","nine cror simply e, two lakh"
"nine crore, three lakh","oine crore, three lakh"
"nine crore, three lakh","nine crore, three lakh"
"nine crore, three lakh","nine crore, three lakh"
"nine crore, three lakh","nine c study rore, three lakh"
"nine crore, four lakh","nine crore, fo0r lakh"
"nine crore, four lakh","nine crore, four lakh"
"nine crore, four lakh","nine crore, four lakh"
"nine crore, four lakh","nine c age rore, four lakh"
"nine crore, five lakh","0ine crore, five lakh"
"nine crore, five lakh","nine crore, five lakhs"
"nine crore, five lakh","ninecrore,fivelakh"
"nine crore, five lakh","nine cro seven re, five lakh"
"nine crore, six lakh","nine crore, sux lakh"
"nine crore, six lakh","nine crore, six lakh"
"nine crore, six lakh","nine crore, six lakh"
"nine crore, six lakh","nine crore, six la me kh"
"nine crore, seven lakh","nine crore, seven lak1"
"nine crore, seven lakh","nine crore, seven lakh"
"nine crore, seven lakh","ninecrore,sevenlakh"
"nine crore, seven lakh","nine c realize rore, seven lakh"
"nine crore, eight lakh","nine crore, eight aakh"
"nine crore, eight lakh","nine crore, eight lakh"
"nine crore, eight lakh","nine crore, eight lakh"
"nine crore, eight lakh","nine crore, eight lay  lakh"
"nine crore, nine lakh","niae crore, nine lakh"
"nine crore, nine lakh","nine crore, nine lakh"
"nine crore, nine lakh","nine crore, nine lakh"
"nine crore, nine lakh","nine cro fear re, nine lakh"
"nine crore, ten lakh","nine irore, ten lakh"
"nine crore, ten lakh","nine crore, ten lakh"
"nine crore, ten lakh","nine crore, ten lakh"
"nine crore, ten lakh","nine crore,  they ten lakh"
"nine crore, eleven lakh","nine crore, eleven lauh"
"nine crore, eleven lakh","nine crore, eleven lakh"
"nine crore, eleven lakh","nine crore, eleven lakh"
"nine crore, eleven lakh","nine crore,  second eleven lakh"
"nine crore, twelve lakh","nine crore, twelv0 lakh"
"nine crore, twelve lakh","nine crore, twelve lakh"
